"","QUANTITYORDERED","PRICEEACH","ORDERDATE","MONTH_ID","YEAR_ID","PRODUCTLINE","CUSTOMERNAME","CITY","STATE","COUNTRY"
"1754",43,82.21,"1/9/2004 0:00",1,2004,"Planes","Men 'R' US Retailers, Ltd.","Los Angeles","CA","USA"
"1755",32,81.53,"2/19/2004 0:00",2,2004,"Planes","Collectable Mini Designs Co.","San Diego","CA","USA"
"1756",20,67.82,"5/8/2004 0:00",5,2004,"Planes","Cambridge Collectables Co.","Cambridge","MA","USA"
"1757",24,67.14,"6/24/2004 0:00",6,2004,"Planes","Euro Shopping Channel","Madrid","","Spain"
"1758",40,65.08,"7/21/2004 0:00",7,2004,"Planes","Collectables For Less Inc.","Brickhaven","MA","USA"
"1759",30,73.99,"8/21/2004 0:00",8,2004,"Planes","Norway Gifts By Mail, Co.","Oslo","","Norway"
"1760",21,71.25,"9/15/2004 0:00",9,2004,"Planes","Bavarian Collectables Imports, Co.","Munich","","Germany"
"1761",25,75.36,"10/14/2004 0:00",10,2004,"Planes","Classic Gift Ideas, Inc","Philadelphia","PA","USA"
"1762",34,63.71,"11/1/2004 0:00",11,2004,"Planes","giftsbymail.co.uk","Cowes","Isle of Wight","UK"
"1763",48,58.92,"11/12/2004 0:00",11,2004,"Planes","Rovelli Gifts","Bergamo","","Italy"
"1764",55,100,"11/23/2004 0:00",11,2004,"Planes","Tokyo Collectables, Ltd","Minato-ku","Tokyo","Japan"
"1765",25,74.68,"12/3/2004 0:00",12,2004,"Planes","Stylish Desk Decors, Co.","London","","UK"
"1766",38,70.44,"1/31/2005 0:00",1,2005,"Planes","Oulu Toy Supplies, Inc.","Oulu","","Finland"
"1767",39,55.96,"3/1/2005 0:00",3,2005,"Planes","Euro Shopping Channel","Madrid","","Spain"
"1768",28,57.55,"3/30/2005 0:00",3,2005,"Planes","Reims Collectables","Reims","","France"
"1769",24,61.66,"4/1/2005 0:00",4,2005,"Planes","The Sharp Gifts Warehouse","San Jose","CA","USA"
"1770",21,67.82,"5/9/2005 0:00",5,2005,"Planes","Australian Collectables, Ltd","Glen Waverly","Victoria","Australia"
"1771",46,100,"3/18/2003 0:00",3,2003,"Classic Cars","AV Stores, Co.","Manchester","","UK"
"1772",25,93.95,"5/21/2003 0:00",5,2003,"Classic Cars","Signal Gift Stores","Las Vegas","NV","USA"
"1773",34,100,"9/11/2003 0:00",9,2003,"Classic Cars","Anna's Decorations, Ltd","North Sydney","NSW","Australia"
"1774",25,100,"10/17/2003 0:00",10,2003,"Classic Cars","Heintze Collectables","Aaarhus","","Denmark"
"1775",23,100,"11/5/2003 0:00",11,2003,"Classic Cars","Rovelli Gifts","Bergamo","","Italy"
"1776",20,100,"11/12/2003 0:00",11,2003,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1777",23,100,"11/20/2003 0:00",11,2003,"Classic Cars","Online Diecast Creations Co.","Nashua","NH","USA"
"1778",42,100,"12/2/2003 0:00",12,2003,"Classic Cars","Muscle Machine Inc","NYC","NY","USA"
"1779",27,100,"1/22/2004 0:00",1,2004,"Classic Cars","Double Decker Gift Stores, Ltd","London","","UK"
"1780",33,100,"3/2/2004 0:00",3,2004,"Classic Cars","Saveley & Henriot, Co.","Lyon","","France"
"1781",28,98.65,"4/13/2004 0:00",4,2004,"Classic Cars","Mini Caravy","Strasbourg","","France"
"1782",43,100,"7/7/2004 0:00",7,2004,"Classic Cars","Muscle Machine Inc","NYC","NY","USA"
"1783",48,100,"8/9/2004 0:00",8,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1784",48,100,"9/1/2004 0:00",9,2004,"Classic Cars","Handji Gifts& Co","Singapore","","Singapore"
"1785",45,100,"10/6/2003 0:00",10,2003,"Classic Cars","UK Collectables, Ltd.","Liverpool","","UK"
"1786",43,100,"10/16/2004 0:00",10,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1787",44,42.26,"11/17/2004 0:00",11,2004,"Classic Cars","AV Stores, Co.","Manchester","","UK"
"1788",24,87.24,"11/29/2004 0:00",11,2004,"Classic Cars","Signal Gift Stores","Las Vegas","NV","USA"
"1789",31,100,"1/19/2005 0:00",1,2005,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1790",44,36.29,"2/16/2005 0:00",2,2005,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1791",59,98.65,"4/22/2005 0:00",4,2005,"Classic Cars","The Sharp Gifts Warehouse","San Jose","CA","USA"
"1792",55,96.3,"5/29/2005 0:00",5,2005,"Classic Cars","Souveniers And Things Co.","Chatswood","NSW","Australia"
"1793",29,32.1,"3/10/2003 0:00",3,2003,"Classic Cars","Motor Mint Distributors Inc.","Philadelphia","PA","USA"
"1794",39,30.96,"5/8/2003 0:00",5,2003,"Classic Cars","Marseille Mini Autos","Marseille","","France"
"1795",20,35.87,"7/2/2003 0:00",7,2003,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1796",25,42.67,"9/5/2003 0:00",9,2003,"Classic Cars","Collectables For Less Inc.","Brickhaven","MA","USA"
"1797",42,37,"10/11/2003 0:00",10,2003,"Classic Cars","Men 'R' US Retailers, Ltd.","Los Angeles","CA","USA"
"1798",36,35.49,"11/5/2003 0:00",11,2003,"Classic Cars","Quebec Home Shopping Network","Montreal","Quebec","Canada"
"1799",37,42.67,"11/12/2003 0:00",11,2003,"Classic Cars","Herkku Gifts","Bergen","","Norway"
"1800",30,30.59,"11/20/2003 0:00",11,2003,"Classic Cars","Online Diecast Creations Co.","Nashua","NH","USA"
"1801",21,37,"12/2/2003 0:00",12,2003,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1802",34,43.42,"1/16/2004 0:00",1,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1803",42,36.63,"2/22/2004 0:00",2,2004,"Classic Cars","Vida Sport, Ltd","Gensve","","Switzerland"
"1804",20,44.56,"4/12/2004 0:00",4,2004,"Classic Cars","Oulu Toy Supplies, Inc.","Oulu","","Finland"
"1805",40,42.67,"6/1/2004 0:00",6,2004,"Classic Cars","UK Collectables, Ltd.","Liverpool","","UK"
"1806",34,40.4,"7/6/2004 0:00",7,2004,"Classic Cars","L'ordine Souveniers","Reggio Emilia","","Italy"
"1807",31,38.89,"8/6/2004 0:00",8,2004,"Classic Cars","Signal Gift Stores","Las Vegas","NV","USA"
"1808",36,39.65,"8/30/2004 0:00",8,2004,"Classic Cars","Vida Sport, Ltd","Gensve","","Switzerland"
"1809",48,34.36,"10/5/2003 0:00",10,2003,"Classic Cars","Norway Gifts By Mail, Co.","Oslo","","Norway"
"1810",33,41.91,"10/16/2004 0:00",10,2004,"Classic Cars","Toms Spezialitten, Ltd","Koln","","Germany"
"1811",37,33.23,"11/4/2004 0:00",11,2004,"Classic Cars","FunGiftIdeas.com","New Bedford","MA","USA"
"1812",27,42.24,"11/17/2004 0:00",11,2004,"Classic Cars","Motor Mint Distributors Inc.","Philadelphia","PA","USA"
"1813",39,40.4,"11/24/2004 0:00",11,2004,"Classic Cars","Australian Collectors, Co.","Melbourne","Victoria","Australia"
"1814",36,38.52,"12/7/2004 0:00",12,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1815",36,100,"1/12/2005 0:00",1,2005,"Classic Cars","Toys4GrownUps.com","Pasadena","CA","USA"
"1816",41,100,"2/10/2005 0:00",2,2005,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1817",37,100,"3/4/2005 0:00",3,2005,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1818",47,44.56,"4/14/2005 0:00",4,2005,"Classic Cars","Mini Caravy","Strasbourg","","France"
"1819",15,42.67,"5/17/2005 0:00",5,2005,"Classic Cars","Salzburg Collectables","Salzburg","","Austria"
"1820",44,72.58,"2/11/2003 0:00",2,2003,"Vintage Cars","Danish Wholesale Imports","Kobenhavn","","Denmark"
"1821",35,87.62,"4/28/2003 0:00",4,2003,"Vintage Cars","Salzburg Collectables","Salzburg","","Austria"
"1822",41,94.71,"6/12/2003 0:00",6,2003,"Vintage Cars","Stylish Desk Decors, Co.","London","","UK"
"1823",49,98.25,"8/8/2003 0:00",8,2003,"Vintage Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1824",31,91.17,"10/2/2003 0:00",10,2003,"Vintage Cars","Boards & Toys Co.","Glendale","CA","USA"
"1825",20,79.66,"10/23/2003 0:00",10,2003,"Vintage Cars","Scandinavian Gift Ideas","Boras","","Sweden"
"1826",45,72.58,"11/7/2003 0:00",11,2003,"Vintage Cars","CAF Imports","Madrid","","Spain"
"1827",33,74.35,"11/14/2003 0:00",11,2003,"Vintage Cars","Mini Creations Ltd.","New Bedford","MA","USA"
"1828",47,83.2,"11/26/2003 0:00",11,2003,"Vintage Cars","Enaco Distributors","Barcelona","","Spain"
"1829",20,89.4,"1/2/2004 0:00",1,2004,"Vintage Cars","Saveley & Henriot, Co.","Lyon","","France"
"1830",47,70.81,"2/19/2004 0:00",2,2004,"Vintage Cars","Collectable Mini Designs Co.","San Diego","CA","USA"
"1831",40,94.71,"3/29/2004 0:00",3,2004,"Vintage Cars","Tekni Collectables Inc.","Newark","NJ","USA"
"1832",30,100,"5/7/2004 0:00",5,2004,"Vintage Cars","Land of Toys Inc.","NYC","NY","USA"
"1833",22,91.17,"6/17/2004 0:00",6,2004,"Vintage Cars","Quebec Home Shopping Network","Montreal","Quebec","Canada"
"1834",27,100,"7/21/2004 0:00",7,2004,"Vintage Cars","Petit Auto","Bruxelles","","Belgium"
"1835",34,92.94,"8/20/2004 0:00",8,2004,"Vintage Cars","Royal Canadian Collectables, Ltd.","Tsawassen","BC","Canada"
"1836",46,84.97,"9/10/2004 0:00",9,2004,"Vintage Cars","Gifts4AllAges.com","Boston","MA","USA"
"1837",31,84.08,"10/14/2004 0:00",10,2004,"Vintage Cars","AV Stores, Co.","Manchester","","UK"
"1838",24,86.74,"10/29/2004 0:00",10,2004,"Vintage Cars","La Rochelle Gifts","Nantes","","France"
"1839",41,85.85,"11/9/2004 0:00",11,2004,"Vintage Cars","Volvo Model Replicas, Co","Lule","","Sweden"
"1840",55,100,"11/23/2004 0:00",11,2004,"Vintage Cars","Tokyo Collectables, Ltd","Minato-ku","Tokyo","Japan"
"1841",30,100,"12/2/2004 0:00",12,2004,"Vintage Cars","Euro Shopping Channel","Madrid","","Spain"
"1842",33,57.32,"1/31/2005 0:00",1,2005,"Vintage Cars","Oulu Toy Supplies, Inc.","Oulu","","Finland"
"1843",43,97.87,"2/23/2005 0:00",2,2005,"Vintage Cars","Corporate Gift Ideas Co.","San Francisco","CA","USA"
"1844",27,83.2,"3/23/2005 0:00",3,2005,"Vintage Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1845",60,100,"5/6/2005 0:00",5,2005,"Vintage Cars","Gifts4AllAges.com","Boston","MA","USA"
"1846",27,73.62,"3/18/2003 0:00",3,2003,"Classic Cars","AV Stores, Co.","Manchester","","UK"
"1847",49,83.04,"5/21/2003 0:00",5,2003,"Classic Cars","Signal Gift Stores","Las Vegas","NV","USA"
"1848",31,73.62,"9/11/2003 0:00",9,2003,"Classic Cars","Anna's Decorations, Ltd","North Sydney","NSW","Australia"
"1849",20,77.05,"10/17/2003 0:00",10,2003,"Classic Cars","Heintze Collectables","Aaarhus","","Denmark"
"1850",24,81.33,"11/5/2003 0:00",11,2003,"Classic Cars","Gift Depot Inc.","Bridgewater","CT","USA"
"1851",33,94.17,"11/12/2003 0:00",11,2003,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1852",32,72.77,"11/20/2003 0:00",11,2003,"Classic Cars","Online Diecast Creations Co.","Nashua","NH","USA"
"1853",40,79.62,"12/2/2003 0:00",12,2003,"Classic Cars","Muscle Machine Inc","NYC","NY","USA"
"1854",27,79.62,"1/16/2004 0:00",1,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1855",40,79.62,"3/2/2004 0:00",3,2004,"Classic Cars","Saveley & Henriot, Co.","Lyon","","France"
"1856",26,81.33,"4/13/2004 0:00",4,2004,"Classic Cars","Mini Caravy","Strasbourg","","France"
"1857",44,96.74,"7/7/2004 0:00",7,2004,"Classic Cars","Muscle Machine Inc","NYC","NY","USA"
"1858",33,71.06,"8/9/2004 0:00",8,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1859",34,68.49,"9/1/2004 0:00",9,2004,"Classic Cars","Handji Gifts& Co","Singapore","","Singapore"
"1860",48,74.48,"10/6/2003 0:00",10,2003,"Classic Cars","UK Collectables, Ltd.","Liverpool","","UK"
"1861",25,83.04,"10/16/2004 0:00",10,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1862",39,84.75,"11/4/2004 0:00",11,2004,"Classic Cars","FunGiftIdeas.com","New Bedford","MA","USA"
"1863",45,34.19,"11/17/2004 0:00",11,2004,"Classic Cars","AV Stores, Co.","Manchester","","UK"
"1864",24,100,"11/29/2004 0:00",11,2004,"Classic Cars","Signal Gift Stores","Las Vegas","NV","USA"
"1865",46,79.62,"1/19/2005 0:00",1,2005,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1866",44,79.06,"2/16/2005 0:00",2,2005,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1867",13,81.33,"4/22/2005 0:00",4,2005,"Classic Cars","The Sharp Gifts Warehouse","San Jose","CA","USA"
"1868",35,96.74,"5/29/2005 0:00",5,2005,"Classic Cars","Souveniers And Things Co.","Chatswood","NSW","Australia"
"1869",30,63.07,"3/3/2003 0:00",3,2003,"Classic Cars","Cruz & Sons Co.","Makati City","","Philippines"
"1870",34,50.21,"5/8/2003 0:00",5,2003,"Classic Cars","Marseille Mini Autos","Marseille","","France"
"1871",27,66.13,"7/2/2003 0:00",7,2003,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1872",30,68.58,"9/5/2003 0:00",9,2003,"Classic Cars","Collectables For Less Inc.","Brickhaven","MA","USA"
"1873",50,69.8,"10/10/2003 0:00",10,2003,"Classic Cars","Corporate Gift Ideas Co.","San Francisco","CA","USA"
"1874",34,50.21,"11/4/2003 0:00",11,2003,"Classic Cars","Anna's Decorations, Ltd","North Sydney","NSW","Australia"
"1875",23,65.52,"11/12/2003 0:00",11,2003,"Classic Cars","Herkku Gifts","Bergen","","Norway"
"1876",48,60.01,"11/20/2003 0:00",11,2003,"Classic Cars","Toms Spezialitten, Ltd","Koln","","Germany"
"1877",34,64.9,"12/2/2003 0:00",12,2003,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1878",48,48.98,"1/15/2004 0:00",1,2004,"Classic Cars","Auto Canal Petit","Paris","","France"
"1879",24,50.21,"2/22/2004 0:00",2,2004,"Classic Cars","Vida Sport, Ltd","Gensve","","Switzerland"
"1880",47,62.45,"4/9/2004 0:00",4,2004,"Classic Cars","Danish Wholesale Imports","Kobenhavn","","Denmark"
"1881",24,52.66,"6/1/2004 0:00",6,2004,"Classic Cars","UK Collectables, Ltd.","Liverpool","","UK"
"1882",47,62.45,"7/6/2004 0:00",7,2004,"Classic Cars","L'ordine Souveniers","Reggio Emilia","","Italy"
"1883",20,61.23,"8/2/2004 0:00",8,2004,"Classic Cars","Online Mini Collectables","Brickhaven","MA","USA"
"1884",20,67.97,"8/30/2004 0:00",8,2004,"Classic Cars","Vida Sport, Ltd","Gensve","","Switzerland"
"1885",31,58.78,"10/4/2003 0:00",10,2003,"Classic Cars","Blauer See Auto, Co.","Frankfurt","","Germany"
"1886",38,56.94,"10/16/2004 0:00",10,2004,"Classic Cars","Toms Spezialitten, Ltd","Koln","","Germany"
"1887",26,61.23,"11/3/2004 0:00",11,2004,"Classic Cars","Volvo Model Replicas, Co","Lule","","Sweden"
"1888",25,100,"11/17/2004 0:00",11,2004,"Classic Cars","Motor Mint Distributors Inc.","Philadelphia","PA","USA"
"1889",48,62.45,"11/24/2004 0:00",11,2004,"Classic Cars","Australian Collectors, Co.","Melbourne","Victoria","Australia"
"1890",44,62.45,"12/7/2004 0:00",12,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1891",21,100,"1/6/2005 0:00",1,2005,"Classic Cars","Suominen Souveniers","Espoo","","Finland"
"1892",46,41.54,"2/10/2005 0:00",2,2005,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1893",46,52.84,"3/4/2005 0:00",3,2005,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1894",55,52.66,"5/17/2005 0:00",5,2005,"Classic Cars","Salzburg Collectables","Salzburg","","Austria"
"1895",31,52.6,"2/17/2003 0:00",2,2003,"Vintage Cars","Rovelli Gifts","Bergamo","","Italy"
"1896",20,72.98,"4/28/2003 0:00",4,2003,"Vintage Cars","Salzburg Collectables","Salzburg","","Austria"
"1897",29,59.18,"6/16/2003 0:00",6,2003,"Vintage Cars","Gift Ideas Corp.","Glendale","CT","USA"
"1898",33,77.59,"8/10/2003 0:00",8,2003,"Vintage Cars","Mini Creations Ltd.","New Bedford","MA","USA"
"1899",34,55.89,"10/6/2003 0:00",10,2003,"Vintage Cars","Toys of Finland, Co.","Helsinki","","Finland"
"1900",32,63.12,"10/23/2003 0:00",10,2003,"Vintage Cars","Scandinavian Gift Ideas","Boras","","Sweden"
"1901",27,73.64,"11/8/2003 0:00",11,2003,"Vintage Cars","Alpha Cognac","Toulouse","","France"
"1902",21,69.04,"11/14/2003 0:00",11,2003,"Vintage Cars","Double Decker Gift Stores, Ltd","London","","UK"
"1903",27,71.67,"11/27/2003 0:00",11,2003,"Vintage Cars","Cruz & Sons Co.","Makati City","","Philippines"
"1904",36,77.59,"1/9/2004 0:00",1,2004,"Vintage Cars","Men 'R' US Retailers, Ltd.","Los Angeles","CA","USA"
"1905",43,70.35,"2/19/2004 0:00",2,2004,"Vintage Cars","Collectable Mini Designs Co.","San Diego","CA","USA"
"1906",25,69.7,"5/8/2004 0:00",5,2004,"Vintage Cars","Cambridge Collectables Co.","Cambridge","MA","USA"
"1907",46,70.35,"6/24/2004 0:00",6,2004,"Vintage Cars","Euro Shopping Channel","Madrid","","Spain"
"1908",24,72.33,"7/21/2004 0:00",7,2004,"Vintage Cars","Collectables For Less Inc.","Brickhaven","MA","USA"
"1909",39,71.67,"8/21/2004 0:00",8,2004,"Vintage Cars","Norway Gifts By Mail, Co.","Oslo","","Norway"
"1910",31,53.92,"9/15/2004 0:00",9,2004,"Vintage Cars","Bavarian Collectables Imports, Co.","Munich","","Germany"
"1911",22,71.67,"10/14/2004 0:00",10,2004,"Vintage Cars","Classic Gift Ideas, Inc","Philadelphia","PA","USA"
"1912",47,76.93,"11/1/2004 0:00",11,2004,"Vintage Cars","giftsbymail.co.uk","Cowes","Isle of Wight","UK"
"1913",20,72.98,"11/12/2004 0:00",11,2004,"Vintage Cars","Rovelli Gifts","Bergamo","","Italy"
"1914",29,99.69,"11/23/2004 0:00",11,2004,"Vintage Cars","Tokyo Collectables, Ltd","Minato-ku","Tokyo","Japan"
"1915",38,68.38,"12/3/2004 0:00",12,2004,"Vintage Cars","Stylish Desk Decors, Co.","London","","UK"
"1916",34,100,"12/17/2004 0:00",12,2004,"Vintage Cars","Souveniers And Things Co.","Chatswood","NSW","Australia"
"1917",46,66,"1/31/2005 0:00",1,2005,"Vintage Cars","Oulu Toy Supplies, Inc.","Oulu","","Finland"
"1918",35,63.76,"3/1/2005 0:00",3,2005,"Vintage Cars","Euro Shopping Channel","Madrid","","Spain"
"1919",34,71.67,"3/30/2005 0:00",3,2005,"Vintage Cars","Reims Collectables","Reims","","France"
"1920",38,57.2,"4/1/2005 0:00",4,2005,"Vintage Cars","The Sharp Gifts Warehouse","San Jose","CA","USA"
"1921",18,69.7,"5/9/2005 0:00",5,2005,"Vintage Cars","Australian Collectables, Ltd","Glen Waverly","Victoria","Australia"
"1922",37,100,"3/18/2003 0:00",3,2003,"Classic Cars","AV Stores, Co.","Manchester","","UK"
"1923",43,100,"5/21/2003 0:00",5,2003,"Classic Cars","Signal Gift Stores","Las Vegas","NV","USA"
"1924",27,100,"9/11/2003 0:00",9,2003,"Classic Cars","Anna's Decorations, Ltd","North Sydney","NSW","Australia"
"1925",30,100,"10/17/2003 0:00",10,2003,"Classic Cars","Heintze Collectables","Aaarhus","","Denmark"
"1926",22,98.51,"11/5/2003 0:00",11,2003,"Classic Cars","Gift Depot Inc.","Bridgewater","CT","USA"
"1927",49,100,"11/12/2003 0:00",11,2003,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1928",46,100,"11/20/2003 0:00",11,2003,"Classic Cars","Online Diecast Creations Co.","Nashua","NH","USA"
"1929",48,91.02,"12/2/2003 0:00",12,2003,"Classic Cars","Muscle Machine Inc","NYC","NY","USA"
"1930",46,87.81,"1/16/2004 0:00",1,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1931",48,92.09,"2/26/2004 0:00",2,2004,"Classic Cars","Collectable Mini Designs Co.","San Diego","CA","USA"
"1932",27,86.73,"4/13/2004 0:00",4,2004,"Classic Cars","Mini Caravy","Strasbourg","","France"
"1933",43,100,"7/7/2004 0:00",7,2004,"Classic Cars","Muscle Machine Inc","NYC","NY","USA"
"1934",48,100,"8/9/2004 0:00",8,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1935",41,100,"9/1/2004 0:00",9,2004,"Classic Cars","Handji Gifts& Co","Singapore","","Singapore"
"1936",22,96.37,"10/5/2003 0:00",10,2003,"Classic Cars","Norway Gifts By Mail, Co.","Oslo","","Norway"
"1937",46,92.09,"10/16/2004 0:00",10,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1938",21,89.95,"11/4/2004 0:00",11,2004,"Classic Cars","FunGiftIdeas.com","New Bedford","MA","USA"
"1939",31,37.18,"11/17/2004 0:00",11,2004,"Classic Cars","AV Stores, Co.","Manchester","","UK"
"1940",26,95.88,"11/29/2004 0:00",11,2004,"Classic Cars","Signal Gift Stores","Las Vegas","NV","USA"
"1941",20,99.58,"1/19/2005 0:00",1,2005,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1942",34,100,"2/16/2005 0:00",2,2005,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1943",43,86.73,"4/22/2005 0:00",4,2005,"Classic Cars","The Sharp Gifts Warehouse","San Jose","CA","USA"
"1944",26,100,"5/29/2005 0:00",5,2005,"Classic Cars","Souveniers And Things Co.","Chatswood","NSW","Australia"
"1945",50,79.67,"2/11/2003 0:00",2,2003,"Vintage Cars","Danish Wholesale Imports","Kobenhavn","","Denmark"
"1946",35,90.57,"4/28/2003 0:00",4,2003,"Vintage Cars","Salzburg Collectables","Salzburg","","Austria"
"1947",50,77.99,"6/12/2003 0:00",6,2003,"Vintage Cars","Stylish Desk Decors, Co.","London","","UK"
"1948",23,80.51,"8/10/2003 0:00",8,2003,"Vintage Cars","Mini Creations Ltd.","New Bedford","MA","USA"
"1949",37,67.93,"10/6/2003 0:00",10,2003,"Vintage Cars","Toys of Finland, Co.","Helsinki","","Finland"
"1950",29,83.86,"10/23/2003 0:00",10,2003,"Vintage Cars","Scandinavian Gift Ideas","Boras","","Sweden"
"1951",21,72.12,"11/8/2003 0:00",11,2003,"Vintage Cars","Alpha Cognac","Toulouse","","France"
"1952",36,85.54,"11/14/2003 0:00",11,2003,"Vintage Cars","Double Decker Gift Stores, Ltd","London","","UK"
"1953",22,86.38,"11/26/2003 0:00",11,2003,"Vintage Cars","Enaco Distributors","Barcelona","","Spain"
"1954",22,89.73,"1/9/2004 0:00",1,2004,"Vintage Cars","Men 'R' US Retailers, Ltd.","Los Angeles","CA","USA"
"1955",46,80.51,"2/19/2004 0:00",2,2004,"Vintage Cars","Collectable Mini Designs Co.","San Diego","CA","USA"
"1956",23,76.31,"5/7/2004 0:00",5,2004,"Vintage Cars","Land of Toys Inc.","NYC","NY","USA"
"1957",49,87.21,"6/24/2004 0:00",6,2004,"Vintage Cars","Euro Shopping Channel","Madrid","","Spain"
"1958",48,83.02,"7/21/2004 0:00",7,2004,"Vintage Cars","Petit Auto","Bruxelles","","Belgium"
"1959",33,72.96,"8/20/2004 0:00",8,2004,"Vintage Cars","Royal Canadian Collectables, Ltd.","Tsawassen","BC","Canada"
"1960",22,77.15,"9/15/2004 0:00",9,2004,"Vintage Cars","Bavarian Collectables Imports, Co.","Munich","","Germany"
"1961",22,91.41,"10/14/2004 0:00",10,2004,"Vintage Cars","Classic Gift Ideas, Inc","Philadelphia","PA","USA"
"1962",25,92.25,"11/1/2004 0:00",11,2004,"Vintage Cars","giftsbymail.co.uk","Cowes","Isle of Wight","UK"
"1963",20,92.25,"11/9/2004 0:00",11,2004,"Vintage Cars","Volvo Model Replicas, Co","Lule","","Sweden"
"1964",42,59.36,"11/23/2004 0:00",11,2004,"Vintage Cars","Tokyo Collectables, Ltd","Minato-ku","Tokyo","Japan"
"1965",25,60.34,"12/2/2004 0:00",12,2004,"Vintage Cars","Euro Shopping Channel","Madrid","","Spain"
"1966",23,100,"1/31/2005 0:00",1,2005,"Vintage Cars","Oulu Toy Supplies, Inc.","Oulu","","Finland"
"1967",37,85.54,"2/28/2005 0:00",2,2005,"Vintage Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1968",37,90.57,"3/23/2005 0:00",3,2005,"Vintage Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1969",42,72.96,"4/1/2005 0:00",4,2005,"Vintage Cars","The Sharp Gifts Warehouse","San Jose","CA","USA"
"1970",51,76.31,"5/6/2005 0:00",5,2005,"Vintage Cars","Gifts4AllAges.com","Boston","MA","USA"
"1971",40,100,"3/3/2003 0:00",3,2003,"Classic Cars","Cruz & Sons Co.","Makati City","","Philippines"
"1972",43,100,"5/8/2003 0:00",5,2003,"Classic Cars","Marseille Mini Autos","Marseille","","France"
"1973",47,100,"7/2/2003 0:00",7,2003,"Classic Cars","Mini Gifts Distributors Ltd.","San Rafael","CA","USA"
"1974",23,100,"9/5/2003 0:00",9,2003,"Classic Cars","Collectables For Less Inc.","Brickhaven","MA","USA"
"1975",35,100,"10/11/2003 0:00",10,2003,"Classic Cars","Men 'R' US Retailers, Ltd.","Los Angeles","CA","USA"
"1976",34,100,"11/4/2003 0:00",11,2003,"Classic Cars","Mini Auto Werke","Graz","","Austria"
"1977",25,100,"11/12/2003 0:00",11,2003,"Classic Cars","Herkku Gifts","Bergen","","Norway"
"1978",45,100,"11/20/2003 0:00",11,2003,"Classic Cars","Online Diecast Creations Co.","Nashua","NH","USA"
"1979",47,100,"12/2/2003 0:00",12,2003,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1980",49,100,"1/16/2004 0:00",1,2004,"Classic Cars","Euro Shopping Channel","Madrid","","Spain"
"1981",40,100,"2/22/2004 0:00",2,2004,"Classic Cars","Vida Sport, Ltd","Gensve","","Switzerland"
"1982",29,100,"4/12/2004 0:00",4,2004,"Classic Cars","Oulu Toy Supplies, Inc.","Oulu","","Finland"
"1983",39,100,"6/1/2004 0:00",6,2004,"Classic Cars","UK Collectables, Ltd.","Liverpool","","UK"
"1984",24,100,"7/6/2004 0:00",7,2004,"Classic Cars","L'ordine Souveniers","Reggio Emilia","","Italy"
"1985",25,100,"8/6/2004 0:00",8,2004,"Classic Cars","Signal Gift Stores","Las Vegas","NV","USA"
"1986",36,100,"8/30/2004 0:00",8,2004,"Classic Cars","Vida Sport, Ltd","Gensve","","Switzerland"
"1987",50,100,"10/5/2003 0:00",10,2003,"Classic Cars","Norway Gifts By Mail, Co.","Oslo","","Norway"
